,id, nickname, score, useful_num, time, content
0,1219142673.0,  俏皮面,  20,  16368,  2017-07-23 16:55:44,  首映礼看的。太恐怖了这个电影，不讲道理的，完全就是吴京在实现他这个小粉红的英雄梦。各种装备轮番上场，视物理逻辑于不顾，不得不说有钱真好，随意胡闹
1,1220719234.0,  Criminal001,  20,  14836,  2017-07-27 09:27:56,  吴京的炒作水平不输冯小刚，但小刚至少不会用主旋律来炒作…吴京让人看了不舒服，为了主旋律而主旋律，为了煽情而煽情，让人觉得他是个大做作、大谎言家。（7.29更新）片子整体不如湄公河行动，1.整体不够流畅，编剧有毒，台词尴尬；2.刻意做作的主旋律煽情显得如此不合时宜而又多余。
2,1219157745.0,  谢谢你们的鱼,  40,  27067,  2017-07-23 17:27:48,  凭良心说，好看到不像《战狼1》的续集，完虐《湄公河行动》。PS：我也是醉了，那些说吴京角色打不死的，我想问你们哪部商业动作片没有个人英雄主义的，真为你们感到丢人。
3,1221063421.0,  SELVEN,  10,  8765,  2017-07-27 23:56:07,  15/100吴京的冷峰在这部里即像成龙，又像杰森斯坦森，但体制外的同类型电影，主角总是代表个人，无能的政府需要求助于这些英雄才能解决难题，体现的是个人的价值，所以主旋律照抄这种模式实际上是有问题的。我们以前嘲笑个人英雄主义，却没想到捆绑爱国主义的全能战士更加难以下咽。
4,1220696491.0,  喜悦姑娘的猫儿,  40,  15007,  2017-07-27 07:13:40,  开篇长镜头惊险大气引人入胜结合了水平不俗的快剪下实打实的真刀真枪让人不禁热血沸腾特别弹簧床架挡炸弹空手接碎玻璃弹匣割喉等帅得飞起！就算前半段铺垫节奏散漫主角光环开太大等也不怕作为一个中国人两个小时弥漫着中国强大得不可侵犯的氛围还是让那颗民族自豪心砰砰砰跳个不停。
5,1221471992.0,  武侠小王子,  20,  6285,  2017-07-28 23:01:23,  犯我中华者虽远必诛，一定要必诛吗？
6,1218754966.0,  法兰西胶片,  40,  11977,  2017-07-22 20:49:13,  三星半，实打实的7分。第一集在爱国主旋律内部做着各种置换与较劲，但第二集才真正显露吴京的野心，他终于抛弃李忠志了，新增外来班底让硬件实力有机会和国际接轨，开篇水下长镜头和诸如铁丝网拦截RPG弹头的细节设计都让国产动作片重新封顶，在理念上，它甚至做到《绣春刀2》最想做到的那部分。
7,1147222932.0,  盲匪,  50,  10012,  2017-07-28 21:52:46,  赵东来：达康书记，我们接到在非洲卧底的冷锋报告，丁义珍现在非洲，我们请求抓捕。李达康：东来，这件事先不要声张，特别是别让省厅知道，就你和我一起去非洲，加上冷锋同志，三人逮捕丁义珍。这次行就叫战狼2吧
8,1220457436.0,  二师兄,  20,  4758,  2017-07-26 16:43:49,  下一部拍喜剧吧，整个片子真感觉挺搞笑的
9,1221831440.0,  古尔齐亚,  20,  4369,  2017-07-29 19:39:05,  《血战钢锯岭》中国人也会觉得好看，因为它歌颂的宗教情怀是超越政权的；但当你只想歌颂一个政权时，很明显就低了一个层次，甚至充满了现实乃至投机的考量，高下立见
